job_id,job_title,job_location,search_location,job_posted_date,county,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills
702.0,Data Analyst,San Francisco,SAN FRANCISCO,2024-08-28,UK,Monthly,91661.76,82.99,FinEdge,"Machine Learning, Creativity, Teamwork, Python"
1852.0,Marketing Specialist,New York,new york,2025-07-01,Canada,,58008.38,91.73,Med1Care,"Power BI, Leadership, SQL"
73.0,Project Manager,Miami,miami,2024-05-14,Japan,,57735.2,59.39,NextGen Solutions,"Teamwork, Project Management"
1738.0,Teacher,Atlanta,ATLANTA,2023-11-24,France,,116788.8,,BrightPath,"SQL, Leadership, Python, Project Management"
2551.0,Project Manager,Dallas,DALLAS,2023-12-23,Japan,Hourly,104563.26,,RetailX,"SQL, Excel, Communication, Power BI, Creativity"
990.0,Marketing Specialist,,,2024-11-03,India,Monthly,40110.65,21.99,HealthLink,"Teamwork, Excel, SQL, Creativity, Leadership"
279.0,Software Engineer,Boston,boston,2024-06-24,France,Monthly,103117.52,79.35,EduCore,"Communication, Teamwork"
848.0,Data Analyst,Dallas,dallas,2025-02-01,Australia,Hourly,51144.68,23.48,DataBridge,"Communication, Creativity"
1441.0,Project Manager,Seattle,seattle,2025-02-14,France,Monthly,97731.48,61.73,HealthLink,"Power BI, Project Management, Communication, SQL"
1882.0,Data Analyst,Boston,boston,2025-02-03,France,,71478.09,43.72,HealthLink,"Creativity, Communication"
3993.0,Data Analyst,Seattle,seattle,2025-05-08,France,,61317.48,66.11,BrightPath,"Python, Creativity, Communication"
399.0,Graphic Designer,Seattle,seattle,2025-04-24,Brazil,Annual,33269.62,19.43,Med1Care,"Leadership, Communication, Machine Learning, Excel"
1000.0,Software Engineer,New York,new york,2025-06-24,Canada,Monthly,74796.07,,DataBridge,"Power BI, Machine Learning, Creativity, Project Management, Leadership"
1518.0,Nurse,Boston,boston,2025-01-31,Brazil,Monthly,82246.02,88.53,FinEdge,"Teamwork, Power BI, SQL, Creativity"
716.0,Sales Executive,Miami,miami,2023-12-13,France,Hourly,108119.26,29.23,NextGen Solutions,"Creativity, Machine Learning, Project Management, Leadership, Excel"
4795.0,Software Engineer,San Francisco,san francisco,2024-03-13,UK,Hourly,63447.26,34.58,HealthLink,"Creativity, Project Management, Machine Learning, SQL"
4013.0,Data Analyst,Miami,MIAMI,2024-05-31,Australia,,30075.89,,TechNova,"Power BI, Leadership, Project Management, Python"
2789.0,Software Engineer,,,2024-06-06,Brazil,,45531.42,,DataBridge,"Machine Learning, Project Management"
3195.0,data anylst,Boston,boston,2024-10-30,Japan,,95916.72,28.07,HealthLink,"Project Management, Teamwork"
3874.0,Data Analyst,Chicago,chicago,2024-07-01,USA,Annual,,,BrightPath,"Power BI, Communication, SQL, Machine Learning, Project Management"
1454.0,HR Manager,Miami,miami,2024-12-03,Australia,,67565.61,57.22,SmartWare,"Excel, Creativity, SQL, Power BI"
4816.0,Accuntant,Seattle,seattle,2025-01-17,India,Monthly,81115.52,47.93,NextGen Solutions,"Python, Leadership, Communication"
255.0,Marketing Specialist,San Francisco,san francisco,2025-01-03,Canada,,58097.58,20.53,TechNova,"Power BI, Machine Learning, Teamwork"
4230.0,Graphic Designer,Boston,boston,2025-09-06,France,,62038.53,32.76,HealthLink,"Excel, Project Management"
3235.0,Nurse,New York,new york,2023-12-30,USA,Hourly,85348.39,28.6,FinEdge,"Excel, Machine Learning"
2902.0,data anylst,Boston,boston,2024-10-12,Germany,,54250.55,45.4,HealthLink,"SQL, Project Management, Leadership, Power BI, Creativity"
737.0,Software Engineer,Los Angeles,los angeles,2025-01-08,France,,84271.59,84.42,SmartWare,"Excel, Teamwork, Project Management"
424.0,Software Engineer,New York,new york,2023-10-27,Australia,Hourly,31305.76,75.01,Med1Care,"Leadership, Teamwork, SQL"
3249.0,Project Manager,San Francisco,san francisco,2024-02-11,UK,,,70.29,TechN0va,"SQL, Power BI"
4269.0,Teacher,Boston,boston,2025-07-05,USA,Annual,54273.87,84.08,NextGen Solutions,"Power BI, Communication, Python, Leadership, Excel"
4488.0,Data Analyst,Houston,houston,2025-01-31,Japan,,86909.57,12.01,BrightPath,"Excel, Power BI"
1267.0,Nurse,Atlanta,atlanta,2024-08-09,Germany,,,77.61,BrightPath,"Machine Learning, Excel"
1131.0,Sales Executive,Boston,boston,2024-01-13,UK,Monthly,98114.63,70.4,TechNova,"Leadership, Python, Power BI"
4065.0,Project Manager,,,2023-12-06,Canada,Monthly,90692.27,60.48,MediCare,"Excel, SQL, Creativity, Python, Teamwork"
4921.0,Teacher,Los Angeles,los angeles,2023-11-05,India,Hourly,118836.95,57.16,DataBridge,"Excel, Communication, Python"
3975.0,Nurse,Houston,houston,2024-08-12,UK,Annual,52296.9,16.58,HealthLink,"Machine Learning, Creativity, SQL, Power BI"
368.0,Accountant,Atlanta,atlanta,2024-06-26,UK,Hourly,51107.1,72.12,HealthLink,"SQL, Excel, Leadership, Power BI, Project Management"
3299.0,Accountant,Atlanta,atlanta,2024-04-30,Germany,,107383.54,13.15,FinEdge,"Python, Excel"
2281.0,Sales Executive,Houston,houston,2025-07-04,UK,Hourly,51660.86,,DataBridge,"Communication, Leadership, Machine Learning"
3542.0,Project Manager,Los Angeles,los angeles,2024-02-17,India,Hourly,40753.08,58.78,RetailX,"Machine Learning, Excel, Communication"
1682.0,HR Manager,Seattle,seattle,2024-04-08,Unknown,Annual,,49.65,BrightPath,"Excel, Teamwork, Machine Learning, Creativity"
1660.0,Data Analyst,Dallas,dallas,2025-05-02,Nigeria,,89905.2,29.57,SmartWare,"Project Management, Teamwork, Excel, Communication"
4834.0,HR Manager,Dallas,dallas,2025-08-23,Germany,Annual,63252.82,44.22,DataBridge,"Creativity, SQL, Communication, Python, Power BI"
749.0,Softwar Enginner,Atlanta,atlanta,2024-03-28,France,Monthly,110241.38,24.18,BrightPath,"Power BI, Machine Learning, Python, Creativity, Communication"
,Sales Executive,Houston,HOUSTON,2024-06-27,Japan,,,50.22,EduCore,"Leadership, Machine Learning"
915.0,Nurse,New York,new york,2024-09-09,UK,,52497.75,,FinEdge,"Project Management, Teamwork"
2334.0,Nurse,Chicago,chicago,2024-01-29,Nigeria,,96914.45,57.69,RetailX,"Excel, Teamwork, Power BI"
265.0,Teacher,Seattle,SEATTLE,2025-05-25,France,Monthly,,,SmartWare,"SQL, Creativity"
,Accountant,Miami,miami,2024-05-10,France,,101150.89,,NextGen Solutions,"SQL, Leadership, Communication, Machine Learning"
2007.0,HR Manager,Houston,houston,2025-07-16,USA,Hourly,108459.92,46.2,EduCore,"Communication, Python, Project Management, Machine Learning"
349.0,Nurse,Seattle,seattle,2025-02-19,India,Monthly,36170.28,67.17,TechNova,"Teamwork, Leadership"
3888.0,Data Analyst,Atlanta,atlanta,2024-06-10,France,Annual,87109.07,67.35,RetailX,"Python, Excel, Project Management, Teamwork"
2460.0,Accountant,Houston,houston,2024-07-01,Brazil,,92120.34,,HealthLink,"Communication, Leadership, Project Management"
4314.0,Accuntant,Miami,miami,2024-10-03,Brazil,Monthly,104095.93,85.81,FinEddge,"Project Management, Machine Learning, Teamwork"
1304.0,Accuntant,Los Angeles,los angeles,2024-06-07,Canada,Hourly,76781.23,67.33,NextGen Solutions,"Project Management, Teamwork, Machine Learning"
2825.0,Accountant,Dallas,dallas,2024-12-17,Australia,,37441.11,68.72,DataBridge,"Project Management, Power BI, Excel, Python, SQL"
2076.0,Graphic Designer,,,2023-11-28,Germany,,72882.89,58.99,NextGen Solutions,"Machine Learning, Creativity, Leadership, Communication, Power BI"
2973.0,Marketing Specialist,Houston,houston,2023-12-08,Australia,,82205.94,84.21,BrightPath,"Communication, Python"
4582.0,Graphic Designer,Seattle,seattle,2025-06-01,India,Annual,,20.85,MediCare,"Teamwork, Power BI, Machine Learning"
278.0,HR Manager,Houston,houston,2025-08-05,Australia,Annual,,,BrightPath,"Communication, Project Management, SQL, Python, Creativity"
689.0,Softwar Enginner,Atlanta,atlanta,2024-11-09,France,Monthly,118194.25,44.72,EduCore,"Teamwork, Machine Learning"
314.0,Graphic Designer,,,2024-08-07,Brazil,Hourly,53612.92,,NextGen Solutions,"Teamwork, Creativity, Python"
3683.0,Teacher,Boston,boston,2024-07-30,Australia,Hourly,95955.97,70.12,NextGen Solutions,"SQL, Creativity"
4438.0,Marketing Specialist,New York,new york,2024-09-09,India,Annual,,87.63,NextGen Solutions,"Communication, Teamwork, Project Management, SQL"
4901.0,Graphic Designer,Boston,boston,2024-07-23,UK,,49044.51,64.0,MediCare,"Communication, Machine Learning"
3819.0,Nurse,San Francisco,san francisco,2025-05-13,Canada,,104935.6,84.88,EduCore,"Leadership, Communication, Project Management"
1481.0,Data Analyst,New York,new york,2024-08-10,India,Hourly,56365.0,34.89,MediCare,"Creativity, Leadership"
4981.0,Accountant,New York,new york,2024-10-14,Australia,Hourly,64307.39,91.14,RetailX,"Creativity, SQL, Communication, Project Management, Excel"
21.0,Data Analyst,New York,new york,2025-08-20,USA,Monthly,93013.21,62.99,BrightPath,"Excel, Power BI, Creativity, Project Management, Communication"
2159.0,Nurse,Houston,houston,2024-08-31,Germany,,80490.62,24.09,MediCare,"Python, Power BI, Leadership"
1472.0,Software Engineer,Atlanta,atlanta,2024-09-26,Brazil,,102037.98,58.43,FinEdge,"Leadership, Communication, Project Management, Machine Learning"
4414.0,Project Manager,Seattle,seattle,2024-03-18,France,Monthly,,,NextGen Solutions,"Excel, Creativity, Machine Learning, Leadership"
3647.0,Graphic Designer,San Francisco,san francisco,2024-12-06,Nigeria,Annual,86871.89,,EduCore,"Power BI, Creativity, Teamwork, Communication"
1348.0,Graphic Designer,Chicago,chicago,2025-05-16,USA,,96986.41,,TechNova,"Creativity, Power BI, Leadership"
1052.0,Software Engineer,Miami,miami,2025-07-02,France,Hourly,,99.81,DataBridge,"Leadership, SQL"
2933.0,Sales Executive,Los Angeles,los angeles,2024-05-22,France,,101864.74,31.39,FinEdge,"SQL, Creativity"
4023.0,Sales Executive,Miami,miami,2024-08-25,UK,Annual,78717.49,77.07,DataBridge,"Python, Machine Learning, Excel, Communication, Creativity"
500.0,Accountant,Los Angeles,los angeles,2025-02-04,UK,,85453.69,76.27,NextGen Solutions,"Power BI, Leadership, Excel, Teamwork, Project Management"
2135.0,Software Engineer,Atlanta,atlanta,2024-05-20,UK,Monthly,114608.96,33.86,TechNova,"Teamwork, Project Management, SQL, Machine Learning"
3731.0,Project Manager,Chicago,chicago,2024-12-19,USA,,44707.03,93.19,BrightPath,"Excel, Creativity, Power BI"
661.0,Graphic Designer,Los Angeles,los angeles,2024-02-10,Canada,,45154.08,63.82,FinEdge,"Creativity, Python"
669.0,Nurse,Boston,boston,2024-11-23,USA,Hourly,47942.54,30.47,DataBridge,"Teamwork, Creativity"
4218.0,Accountant,Atlanta,ATLANTA,2024-06-04,USA,Hourly,,55.25,HealthLink,"Python, Communication, Excel"
3098.0,Graphic Designer,Boston,boston,2024-11-21,Brazil,,,89.64,EduCore,"Python, Machine Learning"
2841.0,Teacher,Miami,miami,2024-03-03,USA,Monthly,63632.79,,EduCore,"Creativity, Teamwork, Communication"
4320.0,HR Manager,New York,new york,2024-12-12,France,Monthly,69836.85,17.62,FinEdge,"Power BI, SQL, Python"
4213.0,Project Manager,San Francisco,san francisco,2024-06-27,Canada,Annual,,92.44,RetailX,
1222.0,Sales Executive,San Francisco,san francisco,2024-11-07,USA,Monthly,83926.0,98.57,BrightPath,"Teamwork, Creativity, Project Management"
20.0,HR Manager,Atlanta,ATLANTA,2025-08-20,India,Annual,,34.99,SmartWare,"Python, Teamwork, Leadership"
1456.0,Sales Executive,Seattle,seattle,2024-01-05,Australia,Hourly,,98.23,NextGen Solutions,"Project Management, Leadership, Excel"
4359.0,Sales Executive,Chicago,chicago,2024-10-18,France,Monthly,30972.35,58.37,DataBridge,"Python, Power BI"
3219.0,Sales Executive,Dallas,dallas,2025-02-06,France,Hourly,,79.74,EduCore,"Project Management, Creativity, Teamwork, Leadership"
3852.0,Nurse,Los Angeles,los angeles,2025-03-18,Japan,,52924.15,,NextGen Solutions,"Power BI, Communication"
4942.0,Data Analyst,Atlanta,atlanta,2025-02-26,Brazil,Annual,98430.74,95.5,TechNova,"Leadership, Python, Project Management"
4221.0,Graphic Designer,Miami,miami,2025-03-23,USA,Annual,45420.19,17.8,MediCare,"Excel, Communication"
3357.0,Graphic Designer,Seattle,seattle,2024-02-22,Brazil,Hourly,107910.72,,SmartWare,"Leadership, Excel, Teamwork"
3436.0,Project Manager,Los Angeles,los angeles,2024-08-10,Germany,Annual,95885.72,,HealthLink,"Leadership, Creativity, Project Management, Machine Learning, SQL"
4199.0,Sales Executive,New York,new york,2025-05-25,Japan,Monthly,35092.43,50.19,DataBridge,"Machine Learning, Project Management, SQL"
4178.0,Accountant,Boston,boston,2025-09-07,France,,101096.6,46.66,MediCare,"Power BI, Communication, Project Management, Machine Learning, Leadership"
1344.0,Software Engineer,Atlanta,atlanta,2025-09-06,Germany,Annual,105873.34,18.13,MediCare,"Leadership, Machine Learning, Power BI, SQL, Communication"
262.0,Graphic Designer,Seattle,seattle,2024-06-09,Australia,Annual,31241.56,79.41,FinEdge,"Communication, SQL, Project Management, Excel"
62.0,Data Analyst,Seattle,seattle,2025-09-16,Germany,Annual,88498.36,94.45,FinEddge,"Excel, SQL"
3793.0,Accountant,Miami,miami,2024-09-10,France,Hourly,49593.2,,FinEdge,"Power BI, Python, Project Management, Communication, SQL"
849.0,Teacher,Dallas,dallas,2024-02-16,Japan,Monthly,72373.35,,EduCore,"Leadership, SQL, Creativity, Excel"
2098.0,Graphic Designer,Seattle,SEATTLE,2024-08-23,Australia,Monthly,114559.14,62.61,NextGen Solutions,"Communication, Python, Excel"
3695.0,Teacher,Dallas,dallas,2025-06-02,Germany,Annual,115309.29,32.29,Med1Care,"Machine Learning, Excel, SQL, Teamwork"
2716.0,Graphic Designer,Seattle,SEATTLE,2024-05-05,France,,100783.88,,HealthLink,"Machine Learning, Project Management, Leadership, Python, Power BI"
4511.0,HR Manager,San Francisco,san francisco,2025-08-12,Japan,Hourly,90692.59,62.01,DataBridge,"Creativity, Leadership, Teamwork, Machine Learning"
2432.0,Teacher,New York,new york,2025-09-26,France,,30653.65,78.21,RetailX,"Teamwork, Leadership, SQL, Project Management, Communication"
4187.0,HR Manager,Atlanta,atlanta,2025-01-13,India,,115019.6,37.58,BrightPath,"Machine Learning, Teamwork, Power BI"
311.0,Software Engineer,Miami,miami,2024-07-02,USA,Annual,92759.41,68.01,EduCore,"Machine Learning, Excel, Project Management, Power BI"
3050.0,Teacher,Chicago,chicago,2024-08-01,India,Annual,74083.11,,TechNova,"SQL, Excel"
2401.0,Project Manager,Miami,miami,2025-10-09,UK,Annual,87432.64,87.4,EduCore,"Communication, Machine Learning, Creativity, Excel"
4276.0,HR Manager,Los Angeles,los angeles,2024-10-11,Germany,,,64.64,BrightPath,"Excel, Leadership, Creativity"
4935.0,Sales Executive,Seattle,seattle,2024-05-07,UK,Hourly,,40.32,TechNova,"Excel, Teamwork, Creativity"
2134.0,Marketing Specialist,Boston,boston,2025-05-26,India,Hourly,,72.17,SmartWare,"SQL, Leadership, Project Management"
1031.0,Teacher,Dallas,dallas,2025-02-26,France,Monthly,87938.08,51.37,Med1Care,"Teamwork, Leadership, Communication"
4567.0,Data Analyst,Seattle,seattle,2025-09-05,Brazil,,70795.56,64.77,HealthLink,"Python, Communication, Project Management, SQL, Creativity"
239.0,Software Engineer,Chicago,chicago,2024-10-16,UK,,98364.23,77.41,TechNova,"Leadership, Communication, Python, Creativity"
3937.0,Software Engineer,Seattle,seattle,2024-01-18,India,Hourly,,,HealthLink,"Machine Learning, SQL, Project Management, Power BI"
1672.0,HR Manager,Atlanta,atlanta,2023-11-08,France,,108959.23,,EduCore,"Leadership, SQL"
2144.0,Graphic Designer,,,2024-01-23,Nigeria,Hourly,102524.3,15.61,SmartWare,"Creativity, Leadership, Python, Power BI, Excel"
3985.0,Sales Executive,Miami,miami,2025-09-01,Germany,,53628.3,59.15,EduCore,"Leadership, Creativity, Machine Learning, Project Management"
4200.0,Teacher,,,2025-06-09,Brazil,Monthly,101550.81,69.44,RetailX,"SQL, Leadership, Creativity, Python"
1930.0,Graphic Designer,Dallas,dallas,2024-08-31,Australia,Annual,,51.51,RetailX,"Communication, Creativity"
633.0,Accountant,Atlanta,atlanta,2025-02-16,Unknown,,73550.28,96.52,BrightPath,"Communication, Teamwork"
3501.0,Accuntant,Atlanta,atlanta,2025-04-21,UK,Monthly,92364.37,41.87,TechN0va,"Creativity, Python, Machine Learning, Leadership"
4022.0,Teacher,Boston,boston,2024-06-28,Canada,Monthly,,11.73,TechNova,"Power BI, SQL, Creativity, Teamwork, Project Management"
4160.0,Graphic Designer,,,2025-04-04,France,Annual,54145.47,92.52,SmartWare,"Project Management, Creativity, Machine Learning, Python"
3158.0,Sales Executive,Los Angeles,los angeles,2025-02-14,UK,Annual,49199.01,61.33,HealthLink,"Power BI, Communication, Machine Learning, Python"
1529.0,Accountant,Seattle,seattle,2025-06-03,Australia,,34999.19,78.25,FinEdge,"Communication, Leadership, Power BI, Excel"
4860.0,Nurse,San Francisco,san francisco,2023-12-30,Japan,Monthly,,21.62,NextGen Solutions,"SQL, Machine Learning, Leadership, Creativity"
4482.0,Project Manager,Dallas,dallas,2023-10-13,Unknown,Annual,85241.47,17.54,SmartWare,"Teamwork, Power BI"
852.0,Nurse,San Francisco,san francisco,2025-07-21,USA,Monthly,50465.4,,FinEdge,"Power BI, SQL, Excel, Leadership"
3344.0,Graphic Designer,Miami,miami,2024-07-14,Germany,Monthly,41915.76,27.45,EduCore,"Power BI, Python, Leadership, Communication"
1663.0,Nurse,Los Angeles,los angeles,2024-05-22,Canada,Hourly,78373.78,61.3,TechNova,"Project Management, Communication, Creativity, Power BI"
780.0,HR Manager,Atlanta,atlanta,2025-03-30,Brazil,,61629.7,98.75,FinEdge,"Power BI, Creativity, Project Management, Leadership, Teamwork"
696.0,Teacher,New York,new york,2024-10-02,France,,46510.95,72.98,FinEdge,"Communication, Power BI, Creativity"
3720.0,HR Manager,Chicago,chicago,2024-10-25,Unknown,Annual,101955.98,68.73,RetailX,"Excel, Power BI"
1862.0,Accountant,New York,new york,2024-06-08,UK,Hourly,98057.43,62.44,TechNova,"Teamwork, Machine Learning, SQL, Power BI, Leadership"
1973.0,Sales Executive,,,2024-02-07,UK,,114265.63,23.91,DataBridge,"Excel, Leadership, Communication, Teamwork"
4397.0,Accountant,Seattle,seattle,2025-02-17,UK,,,93.68,SmartWare,"SQL, Excel, Power BI, Teamwork, Python"
2223.0,Teacher,Dallas,dallas,2024-05-11,Brazil,Annual,36776.38,69.64,EduCore,"Teamwork, Creativity, Leadership"
4330.0,Project Manager,Boston,boston,2025-08-11,Australia,Annual,113279.81,96.45,MediCare,"Machine Learning, Leadership, Teamwork, Communication, Power BI"
2917.0,Graphic Designer,Atlanta,atlanta,2025-03-04,Australia,Monthly,64780.29,22.99,FinEdge,"Communication, Excel, Leadership, Machine Learning"
4272.0,Teacher,Seattle,seattle,2025-07-16,Germany,Hourly,85356.96,34.32,EduCore,"Project Management, Machine Learning, Python"
1082.0,Marketing Specialist,San Francisco,san francisco,2024-03-04,Australia,Hourly,69747.33,70.17,RetailX,"Leadership, Teamwork, Creativity"
1988.0,Data Analyst,New York,new york,2023-10-27,Brazil,Monthly,30548.2,82.38,NextGen Solutions,"Power BI, SQL, Project Management, Leadership"
1085.0,Teacher,Boston,boston,2025-06-12,Canada,Annual,119930.1,20.85,SmartWare,"Machine Learning, Power BI, Leadership, SQL, Teamwork"
555.0,HR Manager,Seattle,seattle,2024-02-12,UK,Annual,,,SmartWare,"Creativity, Teamwork, Power BI"
54.0,Teacher,Dallas,DALLAS,2025-06-06,Germany,Annual,106775.87,,DataBridge,"Machine Learning, Leadership"
